gamma,candidate_lower,baseline_upper,improvement_certificate
4.4399999999999995,0.42626262626262623,0.5737373737373737,-0.14747474747474743
4.45,0.42605042016806716,0.5739495798319327,-0.14789915966386558
4.46,0.42583892617449665,0.5741610738255034,-0.14832214765100676
4.470000000000001,0.42562814070351757,0.5743718592964824,-0.1487437185929648
4.48,0.42541806020066886,0.574581939799331,-0.14916387959866217
4.49,0.42520868113522536,0.5747913188647746,-0.14958263772954927
4.5,0.425,0.575,-0.14999999999999997
4.51,0.4247920133111481,0.575207986688852,-0.1504159733777039
4.52,0.4245847176079734,0.5754152823920266,-0.15083056478405316
4.53,0.4243781094527363,0.5756218905472636,-0.15124378109452735
4.54,0.42417218543046353,0.5758278145695365,-0.15165562913907293
4.550000000000001,0.4239669421487603,0.5760330578512397,-0.1520661157024794
4.5600000000000005,0.4237623762376237,0.5762376237623763,-0.1524752475247526
4.57,0.42355848434925863,0.5764415156507414,-0.15288303130148279
4.58,0.42335526315789473,0.5766447368421053,-0.15328947368421053
4.59,0.4231527093596059,0.5768472906403941,-0.15369458128078817
4.6,0.4229508196721311,0.5770491803278688,-0.15409836065573768
4.609999999999999,0.4227495908346972,0.5772504091653028,-0.15450081833060558
4.62,0.42254901960784313,0.5774509803921569,-0.15490196078431379
4.63,0.42234910277324633,0.5776508972267538,-0.15530179445350745
4.640000000000001,0.4221498371335505,0.5778501628664495,-0.15570032573289905
4.65,0.42195121951219505,0.578048780487805,-0.1560975609756099
4.66,0.42175324675324677,0.5782467532467532,-0.15649350649350646
4.67,0.42155591572123174,0.5784440842787683,-0.1568881685575365
4.68,0.42135922330097086,0.5786407766990291,-0.15728155339805827
4.6899999999999995,0.4211631663974152,0.5788368336025849,-0.15767366720516968
4.7,0.42096774193548386,0.5790322580645162,-0.15806451612903233
4.71,0.42077294685990335,0.5792270531400967,-0.15845410628019335
4.720000000000001,0.4205787781350482,0.5794212218649517,-0.15884244372990353
4.73,0.4203852327447833,0.5796147672552168,-0.15922953451043348
4.74,0.42019230769230764,0.5798076923076924,-0.15961538461538471
4.75,0.42,0.5800000000000001,-0.1600000000000001
4.76,0.41980830670926517,0.5801916932907348,-0.16038338658146967
4.77,0.4196172248803828,0.5803827751196172,-0.16076555023923444
4.78,0.41942675159235665,0.5805732484076433,-0.1611464968152867
4.79,0.41923688394276626,0.5807631160572337,-0.16152623211446748
4.800000000000001,0.419047619047619,0.5809523809523809,-0.16190476190476188
4.8100000000000005,0.41885895404120443,0.5811410459587956,-0.16228209191759113
4.82,0.4186708860759494,0.5813291139240506,-0.16265822784810124
4.83,0.4184834123222749,0.5815165876777252,-0.1630331753554503
4.84,0.41829652996845423,0.5817034700315458,-0.16340694006309153
4.85,0.41811023622047244,0.5818897637795275,-0.16377952755905506
4.859999999999999,0.41792452830188676,0.5820754716981131,-0.16415094339622638
4.87,0.41773940345368915,0.5822605965463108,-0.16452119309262164
4.88,0.41755485893416927,0.5824451410658307,-0.1648902821316614
4.890000000000001,0.4173708920187793,0.5826291079812207,-0.1652582159624414
4.9,0.4171875,0.5828125000000001,-0.16562500000000008
4.91,0.4170046801872075,0.5829953198127926,-0.16599063962558513
4.92,0.41682242990654206,0.5831775700934579,-0.16635514018691588
4.93,0.4166407465007776,0.5833592534992225,-0.16671850699844487
4.9399999999999995,0.4164596273291925,0.5835403726708075,-0.167080745341615
4.95,0.41627906976744183,0.5837209302325581,-0.16744186046511628
4.96,0.41609907120743034,0.5839009287925696,-0.16780185758513927
4.970000000000001,0.415919629057187,0.5840803709428131,-0.16816074188562607
4.98,0.41574074074074074,0.5842592592592593,-0.1685185185185185
4.99,0.4155624036979969,0.5844375963020032,-0.1688751926040063
5.0,0.41538461538461535,0.5846153846153845,-0.16923076923076918
